,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
3729,36357.0,kia sportage,3288.0,7.89,23742.85714285714,5.0,4.0,103.9,14.5,100.0,23.571428571428573,2012,64.39999999999999,174.8,73.0,front wheel,AT,suv,176.0,True,Hybrid
3732,35173.0,bmw x3,4167.0,6.25,39900.0,5.0,4.0,110.6,17.7,90.1,21.0,2012,65.4,183.0,74.1,all wheel,DCT,suv,300.0,True,Hybrid
3734,34862.0,hyundai veloster,2620.5,7.84,17925.0,5.0,3.0,104.3,13.2,90.0,31.0,2012,55.1,166.1,70.5,front wheel,DCT,midsize,138.0,True,Hybrid
3735,33973.0,hyundai genesis,,5.6,13680.0,,,115.6,19.3,109.0,22.0,2012,58.1,196.3,74.4,rear wheel,AT,large,333.0,,gas
3736,33756.0,mazda 6,,8.31,8192.0,,,109.8,18.5,102.0,25.0,2012,57.9,193.7,72.4,front wheel,AT,midsize,170.0,,gas
3737,33572.0,acura tl,,6.77,14282.0,5.0,4.0,109.3,18.5,111.3,24.5,2012,57.2,194.0,74.0,front wheel,AT,midsize,280.0,True,Hybrid
3740,31731.0,volkswagen tiguan,3433.0,8.2,30325.0,5.0,4.0,102.5,16.800000000000004,,24.0,2012,66.36666666666665,174.3,71.2,front wheel,DCT,suv,200.0,True,Hybrid
3743,30590.0,toyota yaris,2309.285714285714,9.08,15631.42857142857,5.0,3.142857142857143,98.79999999999998,11.099999999999998,172.0,31.0,2012,59.39999999999999,153.5,66.7,front wheel,AT,subcompact,106.0,,gas
3744,29556.0,toyota avalon,3594.0,5.95,34815.0,5.0,4.0,111.0,18.5,107.0,22.0,2012,58.5,197.6,72.8,front wheel,AT,large,268.0,True,Hybrid
3746,29520.0,acura rdx,3842.0,7.63,35445.0,5.0,4.0,104.3,18.0,101.4,20.0,2012,65.2,182.5,73.6,front wheel,AT,suv,240.0,True,Hybrid
3748,29364.0,mercedes benz glk,,,,,,,,,,2012,,,,,,,,,
3749,28654.0,volkswagen beetle,3029.72,,24008.529411764703,4.0,2.0,99.90000000000003,14.5,85.0,25.0,2012,58.5,168.4,71.2,front wheel,DCT,subcompact,170.0,True,Hybrid
3750,520.0,volkswagen beetle convertible,,,,,,,,,,2012,,,,,,,,,
3751,28865.0,acura tsx,,8.23,11951.0,5.0,4.0,106.6,18.5,95.0,24.0,2012,56.6,185.6,72.4,front wheel,MT,compact,201.0,True,Hybrid
3754,24631.0,acura tsx sedan,,,,,,,,,,2012,,,,,,,,,
3755,4234.0,acura tsx sport wagon,,8.46,14004.0,,,106.4,18.5,125.9,26.0,2012,57.9,189.2,72.4,front wheel,5 Speed Automatic Select Shift,Automatic transmission,201.0,True,Hybrid
3757,28671.0,audi q5,4194.5,7.95,39300.0,5.0,4.0,110.5,19.8,,22.0,2012,65.1,182.2,74.7,all wheel,DCT,suv,211.0,True,Hybrid
3761,28224.0,ford flex,4610.111111111111,7.43,36775.55555555556,7.0,4.0,117.9,18.6,155.79999999999998,18.444444444444443,2012,68.0,201.8,75.9,all wheel,AT,suv,262.0,True,Hybrid
3764,28053.0,lincoln mkz,3716.6666666666665,,35385.0,5.0,4.0,107.40000000000002,17.166666666666668,98.2,26.33333333333333,2012,56.9,212.0,41.0,front wheel,AT,midsize,263.0,True,Hybrid
3765,27818.0,gmc yukon,,6.3,48531.66666666666,7.666666666666667,4.0,116.0,26.0,,16.5,2012,76.89999999999999,10.0,79.0,rear wheel,DCT,Automatic transmission,320.0,True,Hybrid
3768,27708.0,lexus is,,6.98,13518.0,,,107.5,17.2,98.7,23.5,2012,55.7,180.3,70.9,rear wheel,6 Speed Automatic Select Shift,Automatic transmission,204.0,True,Hybrid
3771,26042.0,mercedes benz gl class,,9.98,24628.0,,,121.1,26.4,,19.0,2012,72.4,200.7,78.3,all wheel,7 Speed Automatic Select Shift,Automatic transmission,210.0,True,Hybrid
3773,25303.0,dodge dart,,,,,,,,,,2012,,,,,,,,,
3774,25107.0,lincoln mkx,4324.5,,40470.0,5.0,4.0,111.2,18.5,108.4,20.5,2012,67.3,134.0,138.0,front wheel,AT,suv,305.0,True,Hybrid
3777,24616.0,buick regal,3646.142857142857,9.11,30732.85714285714,5.0,4.0,107.79999999999998,18.0,98.0,22.0,2012,58.34285714285714,190.2,73.1,front wheel,DCT,midsize,182.0,True,Hybrid
3779,24442.0,mazda cx 9,4437.0,7.72,32396.666666666668,7.0,4.0,113.2,20.1,139.4,19.0,2012,68.0,200.2,76.2,front wheel,AT,suv,273.0,True,Hybrid
3782,23995.0,chevrolet avalanche,,7.64,15940.0,5.0,4.0,130.0,31.0,,17.0,2012,76.6,221.3,217.0,four wheel,6 Speed Automatic,Automatic transmission,320.0,True,Hybrid
3784,23461.0,chevrolet volt,3781.0,,39145.0,4.0,4.0,105.7,9.3,90.0,37.0,2012,56.6,177.1,70.4,front wheel,AT,compact,,,electric
3785,23427.0,gmc yukon xl,,6.335,50126.5,7.8,4.0,130.0,34.2,,14.7,2012,76.79999999999998,16.0,79.1,rear wheel,DCT,Automatic transmission,352.0,True,Hybrid
3788,23356.0,volvo s60,3706.4,7.11,36490.0,5.0,4.0,109.3,17.8,92.0,21.8,2012,58.4,182.2,73.4,all wheel,DCT,compact,250.0,True,Hybrid
3790,22666.0,scion tc,,7.57,7430.0,5.0,2.0,106.3,14.5,90.0,25.0,2012,55.7,174.0,70.7,front wheel,MT,compact,180.0,True,Hybrid
3793,12615.0,cadillac escalade,,6.29,71821.25,7.75,4.0,116.0,26.0,,15.5,2012,75.89999999999999,202.5,79.0,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
3796,8083.0,cadillac escalade esv,,,74571.25,7.0,4.0,130.0,31.0,,15.0,2012,73.10000000000001,222.90000000000003,79.1,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
3799,1934.0,cadillac escalade ext,,,25224.0,5.0,4.0,130.0,31.0,,14.0,2012,74.5,6.0,79.1,all wheel,6 Speed Automatic Select Shift,Automatic transmission,403.0,True,Hybrid
3801,22160.0,lexus gs,,5.85,13224.0,,,112.2,17.4,111.0,31.5,2012,57.3,192.1,72.4,rear wheel,6 Speed Automatic Select Shift,Automatic transmission,338.0,True,Hybrid
3803,21674.0,infiniti jx35,,,,,,,,,,2012,,,,,,,,,
3804,21646.0,volkswagen cc,,8.04,13866.0,4.0,4.0,106.7,18.5,94.0,25.0,2012,55.8,188.9,73.0,front wheel,AT,compact,200.0,True,Hybrid
3807,21576.0,nissan titan,,,34300.0,5.714285714285714,3.2857142857142856,142.6142857142857,28.0,,14.428571428571429,2012,75.69285714285715,72.0,227.0,four wheel,AT,Automatic transmission,317.0,True,Hybrid
3810,21012.0,mini countryman,,6.92,7361.0,,,,12.4,,28.0,2012,26.0,11.0,252.0,all wheel,6 Speed Manual,Manual transmission,181.0,True,Hybrid
3812,20848.0,honda crosstour,,7.16,13236.0,,,110.1,18.5,127.1,22.5,2012,65.7,196.8,74.7,front wheel,,,271.0,,gas
3813,19787.0,scion xb,,9.02,7624.0,5.0,4.0,102.4,14.0,101.0,24.0,2012,63.4,167.3,69.3,front wheel,AT,small station wagon,158.0,True,Hybrid
3816,19366.0,ford ranger,,,21715.555555555555,4.222222222222222,2.0,122.5888888888889,18.944444444444443,,20.11111111111111,2012,66.58888888888889,203.6,71.3,rear wheel,MT,Manual transmission,207.0,True,Hybrid
3818,19315.0,mazda 2,,9.52,5812.0,,,98.0,11.3,87.0,31.0,2012,58.1,155.5,66.7,front wheel,MT,compact,100.0,,gas
3819,19139.0,volvo xc60,4116.181818181818,6.27,38611.36363636364,5.0,4.0,109.2,18.5,99.0,20.363636363636363,2012,67.40000000000002,19.0,74.4,all wheel,DCT,suv,300.0,True,Hybrid
3822,18998.0,audi a6,3899.8,5.91,46620.0,5.0,4.0,114.7,19.8,97.0,28.0,2012,57.8,193.9,73.8,all wheel,DCT,midsize,310.0,,gas
3823,18275.0,nissan quest,,8.71,13800.0,7.0,4.0,118.1,20.0,,21.0,2012,,143.8,,front wheel,AT,minivan,260.0,,gas
3824,18091.0,mitsubishi outlander sport,3128.25,,20970.0,5.0,4.0,105.1,16.400000000000002,97.5,26.25,2012,64.2,169.1,69.7,front wheel,MT,suv,148.0,True,Hybrid
3825,18072.0,nissan armada,5355.0,7.63,47703.333333333336,8.0,4.0,123.2,28.0,188.40000000000003,14.5,2012,77.6,155.0,79.3,rear wheel,AT,suv,317.0,True,Hybrid
3828,17673.0,lexus ct200h,,,,,,,,,,2012,,,,,,,,,
3829,17512.0,kia sedona,4374.0,7.83,27045.0,7.0,4.0,118.9,21.1,,21.0,2012,69.3,202.0,78.1,front wheel,DCT,minivan,271.0,True,Hybrid
3832,17270.0,audi a5,3794.75,6.7,40675.0,4.0,2.0,108.29999999999995,16.900000000000002,82.5,24.5,2012,54.19999999999999,182.1,73.0,all wheel,DCT,subcompact,211.0,True,Hybrid
3833,17222.0,nissan xterra,,7.1,11388.0,5.0,4.0,106.3,21.1,,17.5,2012,74.9,178.7,72.8,four wheel,5 Speed Automatic,Automatic transmission,261.0,True,Hybrid
3836,16491.0,land rover range rover sport,5632.0,5.34,65111.66666666666,5.0,4.0,113.3,23.3,,14.0,2012,71.5,167.0,108.0,four wheel,AT,suv,510.0,True,Hybrid
3839,16426.0,mitsubishi lancer,,7.73,7938.0,5.0,4.0,103.7,15.6,93.0,28.0,2012,58.7,180.0,69.4,front wheel,MT,compact,168.0,True,Hybrid
3841,15545.0,porsche cayenne,4629.6,4.68,68100.0,5.0,4.0,114.0,23.2,,19.0,2012,67.08,238.0,76.3,all wheel,DCT,suv,500.0,True,Hybrid
3843,15310.0,infiniti qx56,,,,,,,,,,2012,133.0,170.0,237.0,Rear-wheel drive,7 Speed Automatic Select Shift,Automatic transmission,400.0,True,Hybrid
3846,15049.0,cadillac xts,,,,,,,,,,2012,,,,,,,,,
3847,14640.0,mazda 5,,9.29,4498.0,,,108.3,15.9,,24.0,2012,64.2,181.5,69.1,front wheel,AT,minivan,153.0,,gas
3848,14132.0,chevrolet corvette,3256.1428571428573,3.77,63295.23809523809,2.0,2.0,105.70000000000002,18.0,,18.0,2012,,174.6,72.6,rear wheel,MT,two seater,430.0,,gas
3849,14068.0,honda ridgeline,4525.8,,32742.0,5.0,4.0,122.0,22.0,110.76,17.0,2012,70.66,137.0,184.0,four wheel,AT,pickup truck,250.0,True,Hybrid
3851,13656.0,toyota fj cruiser,,7.05,11082.0,5.0,4.0,105.9,19.0,,18.0,2012,72.0,183.9,75.0,four wheel,5 Speed Automatic,Automatic transmission,260.0,True,Hybrid
3854,13309.0,ford c max,,,,,,,,,,2012,,,,,,,,,
3855,13261.0,mitsubishi galant,,9.79,9719.0,5.0,4.0,108.3,17.7,101.0,24.0,2012,58.0,191.1,72.4,front wheel,AT,midsize,160.0,True,Hybrid
3858,13151.0,toyota sequoia,5894.090909090909,7.94,50723.63636363636,7.727272727272727,4.0,122.0,26.4,126.9,14.545454545454543,2012,77.0,205.1,79.9,four wheel,AT,suv,310.0,True,Hybrid
3861,12860.0,suzuki sx4,,8.0,5568.0,5.0,4.0,98.4,13.2,90.0,25.0,2012,60.8,176.8,68.1,front wheel,MT,small station wagon,150.0,,gas
3862,12524.0,lincoln mks,,,,,,,,,,2012,28.0,64.0,135.0,Front-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,274.0,True,Hybrid
3865,12385.0,chevrolet spark,,,,,,,,,,2012,,,,,,,,,
3866,11279.0,acura ilx,,,,,,,,,,2012,,,,,,,,,
3867,972.0,acura ilx hybrid,,,,,,,,,,2012,,,,,,,,,
3868,11794.0,mercedes benz s class,4853.285714285715,6.9,126585.71428571428,5.0,4.0,124.6,23.800000000000004,109.0,18.428571428571427,2012,58.0,206.5,73.7,rear wheel,AT,large,295.0,,gas
3869,11417.0,scion fr s,,,,,,,,,,2012,,,,,,,,,
3870,11326.0,mazda cx 7,,7.6,12736.0,5.0,4.0,108.3,18.2,,21.0,2012,64.8,184.3,73.7,front wheel,5 Speed Automatic Select Shift,Automatic transmission,244.0,True,Hybrid
3872,11098.0,bmw 7,4521.888888888889,6.43,102846.15384615384,4.923076923076923,4.0,123.86153846153849,21.699999999999992,110.84615384615384,17.46153846153846,2012,58.26923076923077,199.8,74.9,rear wheel,DCT,large,315.0,,gas
3873,11039.0,lexus gx460,,,,,,,,,,2012,,,,,,,,,
3874,11008.0,audi q7,5449.166666666667,7.8,51133.333333333336,7.0,4.0,118.2,26.4,,20.0,2012,68.39999999999999,200.3,78.1,all wheel,DCT,suv,280.0,True,Hybrid
3878,10756.0,scion xd,,8.72,5137.0,5.0,4.0,96.9,11.1,84.0,29.0,2012,59.4,154.7,67.9,front wheel,AT,subcompact,128.0,True,Hybrid
3880,10553.0,volkswagen touareg,,7.15,17350.0,5.0,4.0,113.9,26.4,,22.0,2012,68.2,188.8,76.4,four wheel,AT,suv,280.0,True,Hybrid
3882,10483.0,volkswagen routan,,7.32,17712.0,7.0,4.0,121.2,20.5,,20.0,2012,68.9,202.5,76.9,front wheel,AT,minivan,283.0,True,Hybrid
3885,10424.0,infiniti fx,,,,,,,,,,2012,142.0,251.0,135.0,Rear-wheel drive,7 Speed Automatic Select Shift,Automatic transmission,303.0,True,Hybrid
3888,10176.0,dodge caliber,,8.11,6952.0,5.0,4.0,103.7,13.6,96.0,24.0,2012,254.0,173.8,68.8,front wheel,AT,small station wagon,158.0,True,Hybrid
3891,10009.0,smart fortwo,1822.6666666666667,9.2,14956.666666666666,2.0,2.0,73.5,8.7,,36.0,2012,60.70000000000001,,61.4,rear wheel,MT,minicompact,70.0,,gas
3892,9819.0,nissan leaf,3393.0,,36225.0,5.0,4.0,106.3,,90.0,99.0,2012,61.0,175.0,69.7,front wheel,AT,midsize,107.0,,electric
3893,9513.0,volvo xc90,4751.0,9.0,41233.333333333336,7.0,4.0,112.59999999999998,21.1,101.0,18.5,2012,70.20000000000002,189.3,74.7,front wheel,DCT,suv,240.0,True,Hybrid
3896,9130.0,infiniti m,,,,,,,,,,2012,221.0,81.0,52.0,Rear-wheel drive,7 Speed Automatic Select Shift,Automatic transmission,330.0,True,Hybrid
3900,8947.0,bmw x1,,,,,,,,,,2012,,,,,,,,,
3901,8901.0,land rover range rover evoque,3652.142857142857,6.67,42430.71428571428,5.0,3.142857142857143,104.79999999999998,18.5,,22.0,2012,63.88571428571428,171.9,77.4,all wheel,AT,suv,240.0,True,Hybrid
3902,8879.0,scion iq,,10.08,6106.0,,,78.7,8.5,74.0,37.0,2012,59.1,,66.1,front wheel,AT,minicompact,94.0,,gas
3903,8735.0,gmc canyon,,,25018.571428571428,4.5,2.7142857142857144,121.79999999999998,19.0,,19.785714285714285,2012,66.74285714285716,207.1,181.0,four wheel,DCT,Manual transmission,185.0,True,Hybrid
3905,8598.0,audi a7,4210.0,6.09,59250.0,4.0,4.0,114.7,19.8,,22.0,2012,55.9,195.6,75.2,all wheel,DCT,midsize,310.0,True,Hybrid
3906,8528.0,porsche 911,3404.0,3.84,113526.92307692308,4.0,2.0,93.1153846153846,16.89999999999999,,20.57692307692308,2012,51.3,175.8,72.9,all wheel,MT,minicompact,408.0,,gas
3907,8431.0,hyundai azera,,6.67,12800.0,5.0,4.0,112.0,18.5,106.0,23.0,2012,57.9,193.3,73.2,front wheel,AT,large,293.0,True,Hybrid
3909,8371.0,lincoln navigator,5922.5,,59225.0,7.0,4.0,119.0,28.0,159.4,15.5,2012,78.3,173.0,209.0,rear wheel,AT,suv,310.0,True,Hybrid
3912,8345.0,lexus ls,4645.8,5.49,79794.0,5.0,4.0,119.78,22.2,102.5,18.8,2012,58.14000000000001,199.2,73.8,all wheel,AT,midsize,380.0,True,Hybrid
3915,8232.0,hyundai veracruz,,7.22,14478.0,7.0,4.0,110.4,20.6,150.6,18.0,2012,71.1,190.6,76.6,all wheel,6 Speed Automatic Select Shift,Automatic transmission,260.0,True,Hybrid
3918,8208.0,bmw 6,4335.833333333333,4.03,84616.66666666667,4.0,2.0,112.4,18.5,88.0,20.33333333333333,2012,53.8,191.8,73.0,rear wheel,MT,compact,500.0,,gas
3919,8065.0,mercedes benz cls class,4197.666666666667,8.67,80000.0,4.0,4.0,113.2,23.8,104.3,19.33333333333333,2012,55.66666666666666,177.2,71.3,rear wheel,DCT,compact,166.0,True,Hybrid
3921,7843.0,land rover range rover,5813.4,5.39,88662.0,5.0,4.0,113.3,27.6,,14.0,2012,73.9,106.0,166.0,four wheel,AT,suv,510.0,True,Hybrid
3924,7750.0,mitsubishi outlander,3581.2,7.69,24865.0,6.6,4.0,105.1,16.28,100.4,23.4,2012,66.1,183.7,70.9,front wheel,DCT,suv,168.0,True,Hybrid
3927,7689.0,bmw 1,,6.03,14760.0,,,104.7,14.0,96.0,23.0,2012,56.0,172.2,68.8,rear wheel,,,230.0,,gas
3928,7667.0,nissan cube,,,7032.0,5.0,4.0,99.6,13.2,98.0,28.0,2012,115.0,156.7,66.7,front wheel,AT,small station wagon,122.0,True,Hybrid
3931,7614.0,porsche panamera,4152.428571428572,5.7,106485.71428571428,4.0,4.0,115.0,24.12857142857143,98.0,21.0,2012,55.8,195.7,83.2,all wheel,AT,large,300.0,,gas
3932,7396.0,subaru xv crosstrek,,,,,,,,,,2012,,,,,,,,,
3933,7338.0,nissan 370z,3362.625,4.62,38872.5,2.0,2.0,100.4,19.0,,22.0,2012,51.95,167.2,72.6,rear wheel,MT,two seater,332.0,,gas
3934,7316.0,land rover lr4,,6.55,19560.0,5.0,4.0,113.6,22.8,,14.0,2012,74.1,190.1,75.4,four wheel,AT,suv,375.0,True,Hybrid
3937,7205.0,audi a3,3301.5,9.17,28856.666666666668,5.0,4.0,101.5,14.516666666666666,89.0,32.0,2012,56.0,169.0,78.5,front wheel,DCT,small station wagon,140.0,True,Hybrid
3941,7094.0,lincoln mkt,4823.0,,45297.5,7.0,4.0,117.9,18.6,142.3,19.0,2012,67.4,153.0,138.0,front wheel,AT,suv,268.0,True,Hybrid
3944,7008.0,cadillac ats,,,,,,,,,,2012,,,,,,,,,
3945,6749.0,bmw x6,5162.333333333333,4.69,73366.66666666667,4.333333333333333,4.0,115.5,22.5,98.0,16.333333333333332,2012,66.43333333333334,192.0,78.1,all wheel,DCT,suv,555.0,True,Hybrid
3947,6305.0,mazda mx 5 miata,2547.1666666666665,6.32,27945.0,2.0,2.0,91.70000000000005,12.7,,23.58333333333333,2012,220.0,157.3,67.7,rear wheel,AT,two seater,167.0,True,Hybrid
3950,6214.0,volkswagen eos,,7.41,15034.0,4.0,2.0,101.5,14.5,77.0,25.0,2012,56.8,174.1,70.5,front wheel,AT,subcompact,200.0,,gas
3951,6002.0,audi a8,,4.67,53400.0,,,122.9,23.4,100.0,21.0,2012,57.9,207.4,76.7,all wheel,AT,midsize,500.0,True,Hybrid
3954,5846.0,honda insight,2758.0,11.84,21107.5,5.0,4.0,100.4,10.6,85.0,41.0,2012,56.2,172.3,66.7,front wheel,MT,compact,98.0,,electric
3955,5566.0,suzuki kizashi,,7.75,10039.0,5.0,4.0,106.3,16.6,92.0,25.0,2012,58.3,183.1,71.7,front wheel,AT,compact,185.0,True,Hybrid
3958,5526.0,jaguar xf,4162.6,5.26,64220.0,5.0,4.0,114.5,18.4,95.0,17.0,2012,57.5,195.3,73.9,rear wheel,AT,midsize,385.0,True,Hybrid
3961,5513.0,volvo xc70,,6.17,17460.0,5.0,4.0,110.0,18.5,134.9,20.0,2012,66.0,230.0,73.3,all wheel,6 Speed Automatic Select Shift,Automatic transmission,300.0,True,Hybrid
3964,5005.0,lexus lx570,,,,,,,,,,2012,,,,,,,,,
3965,4954.0,suzuki grand vitara,,8.17,7859.0,5.0,4.0,103.9,17.4,,22.0,2012,66.3,175.8,71.3,rear wheel,MT,suv,166.0,True,Hybrid
3967,4899.0,mercedes benz sl class,4247.0,4.37,122045.0,2.0,2.0,100.8,21.1,,15.5,2012,51.1,180.8,71.5,rear wheel,MT,two seater,518.0,True,Hybrid
3968,4852.0,jaguar xj,4230.666666666667,4.13,93916.66666666669,5.0,4.0,121.85,21.7,102.0,19.0,2012,57.0,201.7,74.6,rear wheel,AT,large,470.0,True,Hybrid
3971,4595.0,mercedes benz slk,,,,,,,,,,2012,,,,,,,,,
3972,4441.0,volvo c70,,8.13,17620.0,4.0,2.0,103.9,16.4,,21.0,2012,119.0,181.7,72.3,front wheel,5 Speed Automatic Select Shift,Automatic transmission,227.0,True,Hybrid
3975,4429.0,ford crown victoria,,7.61,10167.0,,,114.7,19.0,128.0,20.0,2012,56.8,212.0,77.3,rear wheel,AT,large,239.0,True,Hybrid
3976,4192.0,honda cr z,,9.12,7878.0,,,95.9,10.6,,34.0,2012,114.0,160.6,68.5,front wheel,MT,two seater,122.0,True,Hybrid
3978,4144.0,subaru brz,,,,,,,,,,2012,,,,,,,,,
3979,3972.0,hyundai equus,,,23600.0,5.0,4.0,119.9,20.3,111.0,18.0,2012,58.7,203.1,74.4,rear wheel,AT,large,429.0,True,Hybrid
3981,3734.0,chevrolet caprice ppv,,,,,,,,,,2012,,,,,,,,,
3982,3495.0,infiniti ex,,,,,,,,,,2012,36.0,22.0,11.0,Rear-wheel drive,7 Speed Automatic Select Shift,Automatic transmission,297.0,True,Hybrid
3986,3277.0,volvo s80,,6.02,18260.0,5.0,4.0,111.6,18.5,,21.0,2012,213.0,191.0,73.3,all wheel,6 Speed Automatic Select Shift,Automatic transmission,300.0,True,Hybrid
3989,3269.0,dodge nitro,,7.03,9263.0,5.0,4.0,108.8,19.5,,18.0,2012,255.0,178.9,65.0,rear wheel,5 Speed Automatic Select Shift,Automatic transmission,260.0,True,Hybrid
3991,3113.0,land rover lr2,,7.67,14280.0,5.0,4.0,104.7,18.5,,18.0,2012,68.5,146.0,212.0,all wheel,AT,suv,230.0,True,Hybrid
3993,2895.0,toyota land cruiser,5765.0,6.6,69120.0,8.0,4.0,112.2,24.6,,15.0,2012,74.0,194.9,77.6,four wheel,DCT,suv,381.0,True,Hybrid
3995,2894.0,porsche boxster,,4.57,26080.0,2.0,2.0,95.1,16.9,,23.0,2012,50.9,172.1,70.9,rear wheel,AT,two seater,310.0,True,Hybrid
3997,2827.0,volvo c30,,6.58,10780.0,4.0,2.0,103.9,15.9,104.0,24.0,2012,167.0,167.4,70.2,front wheel,6 Speed Manual,Manual transmission,227.0,True,Hybrid
4000,2751.0,bmw z4,3461.0,5.27,56000.0,2.0,2.0,98.3,14.5,,22.33333333333333,2012,50.73333333333333,167.0,70.5,rear wheel,MT,two seater,335.0,,gas
4001,2226.0,audi tt,3245.2,5.38,43210.0,3.2,2.0,97.2,14.78,73.9,24.8,2012,53.3,164.5,72.5,all wheel,MT,subcompact,211.0,,gas
4002,2075.0,subaru tribeca,,6.98,12238.0,7.0,4.0,108.2,16.9,,18.5,2012,66.4,191.5,73.9,all wheel,,,256.0,,gas
4003,1966.0,suzuki equator,,7.3,9179.0,5.0,2.0,125.9,21.1,,19.0,2012,68.7,220.1,57.0,rear wheel,5 Speed Automatic,Automatic transmission,152.0,True,Hybrid
4005,1633.0,jaguar xk,,4.97,33800.0,4.0,2.0,108.3,16.1,74.0,19.0,2012,52.0,188.7,74.5,rear wheel,AT,minicompact,385.0,,gas
4006,1473.0,mercedes benz r class,,7.02,21076.0,,,126.6,21.1,161.7,18.5,2012,65.4,203.0,77.1,all wheel,7 Speed Automatic,Automatic transmission,302.0,True,Hybrid
4008,1330.0,mercedes benz g class,5622.0,6.46,107975.0,5.0,4.0,112.2,25.4,124.0,13.0,2012,76.0,184.5,71.8,all wheel,AT,suv,382.0,True,Hybrid
4010,1188.0,nissan gt r,3829.0,3.33,92525.0,4.0,2.0,109.4,19.5,79.0,19.0,2012,53.9,183.9,74.6,all wheel,DCT,subcompact,530.0,,gas
4011,712.0,mitsubishi eclipse,,9.48,9879.0,4.0,2.0,101.4,17.7,82.0,23.0,2012,53.2,180.4,72.2,front wheel,AT,subcompact,162.0,,gas
4012,461.0,mitsubishi eclipse spyder,,,11319.0,,,101.4,17.7,76.0,23.0,2012,54.1,180.4,72.2,front wheel,AT,minicompact,162.0,True,Hybrid
4015,1001.0,lincoln town car,,,,,,,,109.0,18.0,2012,218.0,95.0,201.0,rear wheel,AT,large,239.0,True,Hybrid
4017,971.0,buick lucerne,,6.92,15116.0,5.0,4.0,115.6,18.0,104.0,18.0,2012,58.0,203.2,73.8,front wheel,AT,large,292.0,True,Hybrid
4019,802.0,audi r8,,3.66,65080.0,2.0,2.0,104.3,21.1,,15.0,2012,,174.6,75.0,all wheel,AT,two seater,525.0,,gas
4020,800.0,mercedes benz sls amg,,3.21,78440.0,2.0,2.0,105.5,22.5,,16.0,2012,,182.6,76.3,rear wheel,AT,two seater,563.0,,gas
4021,775.0,acura zdx,,6.47,13193.0,,,108.3,21.0,,19.5,2012,62.8,192.4,78.5,all wheel,6 Speed Automatic Select Shift,Automatic transmission,300.0,True,Hybrid
4024,723.0,mercedes benz cl class,,5.14,38471.0,,,113.6,23.3,105.0,17.0,2012,55.0,196.6,73.1,rear wheel,7 Speed Automatic Select Shift,Automatic transmission,354.0,True,Hybrid
4026,649.0,lexus hs250h,,,,,,,,,,2012,,,,,,,,,
4027,588.0,mitsubishi i miev,,,11650.0,4.0,4.0,100.4,,85.0,112.0,2012,63.6,144.7,62.4,rear wheel,AT,subcompact,,,electric
4028,502.0,mazda tribute,,6.5,9882.0,5.0,4.0,103.1,17.5,,20.0,2012,70.2,90.0,13.0,four wheel,5 Speed Manual,Manual transmission,240.0,True,Hybrid
4030,501.0,mitsubishi endeavor,,8.36,10913.0,5.0,4.0,108.3,21.4,106.7,18.0,2012,69.6,190.8,73.6,front wheel,4 Speed Automatic Select Shift,Automatic transmission,225.0,True,Hybrid
4032,490.0,dodge dakota,,8.82,10415.0,4.0,2.0,131.3,22.0,,17.5,2012,68.7,173.0,29.0,rear wheel,4 Speed Automatic,Automatic transmission,210.0,True,Hybrid
4034,465.0,cadillac dts,,7.25,17654.0,5.0,4.0,115.6,18.0,132.0,18.0,2012,57.6,207.6,74.8,front wheel,AT,large,275.0,True,Hybrid
4036,462.0,porsche cayman,,4.45,10374.0,2.0,2.0,95.1,16.9,,23.0,2012,51.4,172.3,70.9,rear wheel,AT,two seater,320.0,True,Hybrid
4038,379.0,acura rl,,6.1,19280.0,5.0,4.0,110.2,19.3,99.0,20.0,2012,57.2,195.7,72.7,all wheel,AT,midsize,300.0,True,Hybrid
4041,164.0,cadillac sts,,6.2,16075.0,5.0,4.0,116.4,17.0,116.7,22.5,2012,57.6,196.7,72.6,rear wheel,AT,midsize,302.0,True,Hybrid
4043,763402.0,ford f,,6.98,36555.38461538462,5.123076923076923,2.9846153846153847,148.04923076923075,30.76923076923077,,16.953846153846154,2013,75.67692307692307,,,four wheel,DCT,,353.6666666666667,,flex fuel
4044,480414.0,chevrolet silverado,,,33380.967741935485,5.032258064516129,2.5806451612903225,141.69354838709677,28.580645161290324,,16.161290322580644,2013,73.71612903225808,,50.6,rear wheel,DCT,,195.0,,flex fuel
4045,408484.0,toyota camry,3330.0,5.81,25588.125,5.0,4.0,109.29999999999998,17.0,103.0,28.0,2013,57.89999999999999,189.2,71.7,front wheel,AT,midsize,268.0,True,Hybrid
4048,366678.0,honda accord,,5.91,12678.0,,,110.2,17.2,195.0,29.0,2013,58.1,194.3,72.7,front wheel,AT,midsize,278.0,,gas
4049,355673.0,dodge ram,,,11320.0,6.0,4.0,140.5,26.0,,17.0,2013,75.1,,51.0,rear wheel,,,390.0,,gas
